group_id,same_month_group_ratio
63695,0.07741131134534739
53481,0.08761192338206959
54305,0.0927122294004307
41766,0.0944406664399864
32196,0.09478068684121048
25423,0.07894140315085572
25705,0.07877139295024368
44047,0.07794967698061883
21406,0.08911368015414259
63785,0.07588121953983906
10206,0.07588121953983906
50170,0.07588121953983906
16879,0.07588121953983906
48758,0.07588121953983906
35554,0.07588121953983906
39125,0.07588121953983906
16050,0.07588121953983906
52192,0.07588121953983906
21969,0.07588121953983906
12436,0.07588121953983906
13894,0.07588121953983906
31982,0.07588121953983906
53664,0.07588121953983906
39320,0.07588121953983906
58928,0.07588121953983906
47108,0.07588121953983906
14386,0.07588121953983906
21973,0.07588121953983906
18217,0.07588121953983906
10170,0.07588121953983906
56676,0.07588121953983906
38056,0.07588121953983906
34653,0.07588121953983906
41843,0.07588121953983906
46221,0.07588121953983906
34545,0.06967584721749971
25652,0.06967584721749971
48429,0.06967584721749971
43222,0.06967584721749971
11658,0.06967584721749971
52995,0.06967584721749971
6399,0.06967584721749971
11402,0.06967584721749971
63540,0.06967584721749971
16428,0.06967584721749971
17230,0.06967584721749971
55972,0.06967584721749971
67340,0.06967584721749971
27579,0.06967584721749971
59069,0.06967584721749971
6688,0.06967584721749971
54665,0.06967584721749971
49649,0.06967584721749971
46901,0.06967584721749971
25300,0.06967584721749971
21421,0.06967584721749971
59171,0.07741131134534739
17066,0.07741131134534739
33422,0.07741131134534739
3473,0.07741131134534739
40053,0.07741131134534739
29718,0.07741131134534739
25179,0.07741131134534739
16543,0.07741131134534739
31564,0.07741131134534739
29338,0.07741131134534739
50390,0.07741131134534739
38303,0.07741131134534739
35027,0.07741131134534739
15573,0.07741131134534739
35742,0.07741131134534739
37517,0.07741131134534739
50350,0.07741131134534739
8679,0.07741131134534739
35429,0.07741131134534739
62979,0.07741131134534739
46707,0.07741131134534739
21271,0.07741131134534739
37721,0.07741131134534739
16658,0.07741131134534739
43991,0.07741131134534739
12565,0.07741131134534739
23869,0.07741131134534739
43916,0.07741131134534739
30886,0.07741131134534739
52866,0.07741131134534739
42624,0.07741131134534739
53610,0.07741131134534739
38869,0.08270996259775587
34639,0.08270996259775587
5109,0.08270996259775587
29306,0.08270996259775587
13245,0.08270996259775587
47395,0.08270996259775587
52677,0.08270996259775587
8021,0.08270996259775587
39091,0.08270996259775587
57929,0.08270996259775587
18685,0.08270996259775587
55980,0.08270996259775587
15262,0.08270996259775587
57181,0.08270996259775587
21392,0.08270996259775587
25049,0.08270996259775587
55883,0.08270996259775587
10444,0.08270996259775587
66302,0.08270996259775587
48698,0.08270996259775587
47048,0.08270996259775587
32447,0.08270996259775587
49934,0.08270996259775587
3413,0.08270996259775587
49767,0.08270996259775587
63949,0.08270996259775587
10609,0.08270996259775587
46541,0.08270996259775587
37659,0.08270996259775587
32868,0.08270996259775587
36889,0.08270996259775587
39431,0.08270996259775587
38638,0.08270996259775587
33433,0.08761192338206959
59343,0.08761192338206959
22402,0.08761192338206959
30164,0.08761192338206959
67367,0.08761192338206959
26352,0.08761192338206959
67559,0.08761192338206959
25789,0.08761192338206959
6856,0.08761192338206959
23626,0.08761192338206959
10393,0.08761192338206959
38415,0.08761192338206959
14321,0.08761192338206959
26168,0.08761192338206959
49690,0.08761192338206959
64036,0.08761192338206959
45253,0.08761192338206959
12374,0.08761192338206959
45036,0.08761192338206959
8504,0.08761192338206959
21094,0.08761192338206959
16250,0.08761192338206959
15594,0.08761192338206959
26787,0.08761192338206959
50857,0.08761192338206959
20332,0.08761192338206959
3012,0.08761192338206959
18913,0.08761192338206959
5279,0.08761192338206959
12961,0.08761192338206959
